MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	TARGET_REGION
26	25	1	19	34	25.519856	1.665674	554	FR	1	1	1	1	3	3	3	3	5	9	15	NA	20-041-02604-GER2110325	NC001357.1:589-907
25	25	0	21	31	24.636156	0.764986	515	FR	1	1	1	1	1	1	3	3	5	13	13	NA	20-041-02604-GER2110325	NC001357.1:913-2887
58	157	22.5	28	157	74.375	52.763455	8	FR	11	11	17	43	43	49	61	199	199	199	199	NA	20-041-02604-GER2110325	NC001526.4:1-1950
27	19	8	19	169	40.202899	31.104463	87	FR	7	13	15	17	17	77	141	163	211	231	285	NA	20-041-02604-GER2110325	NC001526.4:1891-2989
26.5	25	1.5	23	240	25.571429	2.379365	48	FR	3	3	3	3	3	33	161	205	213	233	429	NA	20-041-02604-GER2110325	NC001526.4:2985-3237
50	50	10	31	171	61.036364	29.540282	56	FR	3	5	11	17	21	29	43	57	127	185	243	NA	20-041-02604-GER2110325	NC001526.4:4774-6292
26.5	25	1.5	22	223	26.261364	2.331663	132	FR	1	3	3	3	5	7	57	121	185	209	315	NA	20-041-02604-GER2110325	NC001526.4:7124-7601
44	33	14	24	223	61.55	40.763019	101	FR	11	19	21	23	29	41	53	109	177	211	245	NA	20-041-02604-GER2110325	NC001526.4:7603-7900
26	26	0	20	27	24.615385	2.103111	14	FR	1	1	1	1	1	3	5	7	11	13	13	NA	20-041-02604-GER2110325	X74477.1:109-559
22	22	0	22	42	22	0	3	FR	1	1	1	1	1	1	41	41	41	41	41	NA	20-041-02604-GER2110325	X74477.1:5600-7109
25	24	1	24	26	25	1.414214	2	FR	3	3	3	3	3	3	3	3	3	3	3	NA	20-041-02604-GER2110325	X74477.1:561-861
28	28	1	22	30	26.96875	2.086583	32	FR	1	1	1	1	3	3	5	7	9	11	13	NA	20-042-00967-GER2106955	J04353.1:107-557
24	23	1	23	47	25.875	5.026714	11	FR	3	3	3	3	3	21	21	27	31	47	47	NA	20-042-00967-GER2106955	J04353.1:5551-7066
25	25	0	22	26	24.625	1.024695	22	FR	1	1	1	1	1	1	3	3	3	7	7	NA	20-042-00967-GER2106955	J04353.1:559-856
31	31	1.5	26	33	30	2.828427	6	FR	1	1	1	3	3	5	9	9	11	11	11	NA	20-042-00967-GER2106955	M12732.1:108-558
26	26	4	21	34	25.947368	4.428113	19	FR	1	1	3	5	9	11	11	15	15	17	17	NA	20-042-00967-GER2106955	M12732.1:5593-7093
25	25	0	23	25	24.5	1	4	FR	1	1	1	1	1	1	1	5	5	5	5	NA	20-042-00967-GER2106955	M12732.1:572-866
24	24	1	19	35	24.121076	2.586682	447	FR	1	1	1	3	3	3	5	9	11	11	13	NA	20-042-00967-GER2106955	NC001357.1:104-581
33	21	6	21	41	30.138889	7.914373	36	FR	1	7	9	9	13	23	25	25	25	25	25	NA	20-042-00967-GER2106955	NC001357.1:5429-7136
25	25	0	19	39	24.956518	0.380872	13596	FR	1	1	1	1	1	1	1	1	1	3	7	NA	20-042-00967-GER2106955	NC001357.1:589-907
25	25	0	22	34	24.759954	0.629884	1067	FR	1	1	1	1	1	1	1	3	5	9	13	NA	20-042-00967-GER2106955	NC001357.1:913-2887
91	52	39	27	458	105.251053	61.57735	1187	FR	17	33	53	69	79	89	99	113	201	267	423	NA	20-042-00967-GER2106955	NC001526.4:1-1950
110	95	37	19	616	119.451991	64.379658	4111	FR	15	29	39	53	75	91	109	137	207	275	505	NA	20-042-00967-GER2106955	NC001526.4:1891-2989
95	95	33	22	680	106.403149	58.975532	2940	FR	11	27	39	53	67	75	91	115	181	283	553	NA	20-042-00967-GER2106955	NC001526.4:2985-3237
103	110	29	24	516	108.717075	56.255962	5246	FR	13	19	29	43	59	81	101	119	151	255	457	NA	20-042-00967-GER2106955	NC001526.4:4774-6292
95	95	32	21	619	109.58583899999999	60.891762	9211	FR	11	21	35	49	65	83	99	117	209	287	485	NA	20-042-00967-GER2106955	NC001526.4:7124-7601
96	39	35	23	766	106.103543	56.892358	7643	FR	13	29	43	57	71	87	103	115	151	261	459	NA	20-042-00967-GER2106955	NC001526.4:7603-7900
26	26	1	20	27	25	2.366432	21	FR	1	1	1	3	3	3	3	7	11	13	13	NA	20-042-00967-GER2106955	X74477.1:109-559
49	56	6	22	56	46.88	7.968407	50	FR	3	9	9	11	13	15	15	19	23	25	55	NA	20-042-00967-GER2106955	X74477.1:5600-7109
26	26	0	24	26	25.333333	1.154701	3	FR	1	1	1	1	1	1	5	5	5	5	5	NA	20-042-00967-GER2106955	X74477.1:561-861
27	28	1	24	28	26.428571	1.812654	7	FR	1	3	3	3	3	3	3	7	7	7	7	NA	20-042-01779-GER2110291	J04353.1:107-557
24	24	0	24	34	24	0	4	FR	1	1	1	1	1	1	1	21	21	21	21	NA	20-042-01779-GER2110291	J04353.1:5551-7066
25	25	0	24	28	24.833333	0.408248	9	FR	1	1	1	1	1	3	3	3	7	7	7	NA	20-042-01779-GER2110291	J04353.1:559-856
32	32	0	32	35	32	0	7	FR	1	1	1	1	1	3	3	3	7	7	7	NA	20-042-01779-GER2110291	M12732.1:108-558
28	26	2	26	37	30.2	4.658326	5	FR	1	1	3	3	5	5	11	11	19	19	19	NA	20-042-01779-GER2110291	M12732.1:5593-7093
21	21	0	21	21	21	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-042-01779-GER2110291	M12732.1:572-866
23	23	1	20	30	22.910448	2.101452	67	FR	1	1	1	3	3	3	5	7	7	7	15	NA	20-042-01779-GER2110291	NC001357.1:104-581
21	21	0	21	38	21	0	6	FR	1	1	1	1	1	1	33	33	35	35	35	NA	20-042-01779-GER2110291	NC001357.1:5429-7136
25	25	1	19	39	25.05	1.744338	201	FR	1	1	1	1	3	3	3	5	7	9	13	NA	20-042-01779-GER2110291	NC001357.1:589-907
25	25	0	21	31	24.647541	0.791715	145	FR	1	1	1	1	1	1	3	3	5	7	13	NA	20-042-01779-GER2110291	NC001357.1:913-2887
26	26	0	26	26	26	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-042-01779-GER2110291	NC001526.4:1-1950
19	19	0	19	152	19	0	19	FR	1	1	1	1	1	3	7	15	21	267	267	NA	20-042-01779-GER2110291	NC001526.4:1891-2989
25	25	0	22	88	24.789474	0.713283	32	FR	1	1	1	1	1	3	5	5	7	9	127	NA	20-042-01779-GER2110291	NC001526.4:2985-3237
39	37	2	32	50	41.421053	5.814883	19	FR	1	5	5	5	5	13	19	21	21	23	23	NA	20-042-01779-GER2110291	NC001526.4:4774-6292
25	25	0	24	29	24.961538	0.194184	83	FR	1	1	1	1	1	1	3	3	3	7	9	NA	20-042-01779-GER2110291	NC001526.4:7124-7601
33	33	0	23	40	30.96	3.46987	28	FR	1	1	1	1	1	5	7	15	19	21	21	NA	20-042-01779-GER2110291	NC001526.4:7603-7900
26	26	0	26	27	26	0	4	FR	1	1	1	1	1	1	1	3	3	3	3	NA	20-042-01779-GER2110291	X74477.1:109-559
31.5	36	4.5	22	36	30.25	6.946222	4	FR	9	9	11	11	11	11	11	19	19	19	19	NA	20-042-01779-GER2110291	X74477.1:5600-7109
24	24	0	24	24	24	0	3	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-042-01779-GER2110291	X74477.1:561-861
28	28	0	23	28	27	1.914854	13	FR	1	1	1	1	1	1	1	9	9	11	11	NA	20-042-04322-GER2106866	J04353.1:107-557
33	33	0	24	33	30	5.196152	3	FR	1	1	1	1	1	1	19	19	19	19	19	NA	20-042-04322-GER2106866	J04353.1:5551-7066
26	26	0.5	23	27	25.5	1.080123	10	FR	1	1	1	1	1	3	3	3	3	7	7	NA	20-042-04322-GER2106866	J04353.1:559-856
31.5	30	1	30	33	31.5	1.290994	4	FR	1	1	3	3	3	3	3	5	5	5	5	NA	20-042-04322-GER2106866	M12732.1:108-558
26.5	27	2	21	32	26.214286	3.166618	14	FR	1	3	3	3	3	5	9	11	11	13	13	NA	20-042-04322-GER2106866	M12732.1:5593-7093
25	25	0	23	26	24.5	1	5	FR	1	1	1	1	1	1	3	3	5	5	5	NA	20-042-04322-GER2106866	M12732.1:572-866
23	23	2	20	32	23.413462	2.957993	104	FR	1	1	1	3	5	7	7	7	13	13	15	NA	20-042-04322-GER2106866	NC001357.1:104-581
35	43	5	25	43	35.428571	6.604472	7	FR	1	3	7	7	11	17	17	17	21	21	21	NA	20-042-04322-GER2106866	NC001357.1:5429-7136
26	26	1	19	34	25.663550999999998	1.896099	214	FR	1	1	1	1	3	3	3	3	7	9	17	NA	20-042-04322-GER2106866	NC001357.1:589-907
25	25	0	21	33	24.538835	0.823998	266	FR	1	1	1	1	1	3	3	5	5	13	13	NA	20-042-04322-GER2106866	NC001357.1:913-2887
34	28	1	28	35	32.333333	3.785939	3	FR	1	1	1	3	3	3	13	13	13	13	13	NA	20-042-04322-GER2106866	NC001526.4:1-1950
26	26	5	19	185	25.761905	9.715476	23	FR	1	1	3	9	11	13	15	15	69	133	319	NA	20-042-04322-GER2106866	NC001526.4:1891-2989
26	25	1	24	285	25.955556	1.770408	49	FR	1	3	3	3	3	3	3	5	19	23	519	NA	20-042-04322-GER2106866	NC001526.4:2985-3237
48	37	6	27	110	44.619048	8.093817	44	FR	3	3	5	7	9	21	23	23	35	43	125	NA	20-042-04322-GER2106866	NC001526.4:4774-6292
25	25	0	24	192	24.916667	0.278718	103	FR	1	1	1	1	1	3	3	3	9	17	51	NA	20-042-04322-GER2106866	NC001526.4:7124-7601
33	33	1	23	96	32.65	3.308054	63	FR	1	1	1	3	3	5	7	9	19	21	127	NA	20-042-04322-GER2106866	NC001526.4:7603-7900
26	26	0	23	26	25.111111	1.166667	9	FR	1	1	1	1	1	3	5	5	7	7	7	NA	20-042-04322-GER2106866	X74477.1:109-559
24	24	0	24	24	24	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-042-04322-GER2106866	X74477.1:561-861
28	28	1	23	29	27.2	2.149935	10	FR	1	1	1	1	3	3	3	5	9	11	11	NA	20-042-05215-GER2110334	J04353.1:107-557
24.5	23	1.5	23	37	28.166667	5.621927	12	FR	1	1	3	3	3	19	19	21	23	27	27	NA	20-042-05215-GER2110334	J04353.1:5551-7066
25	25	0	25	27	25	0	14	FR	1	1	1	1	1	3	3	3	3	5	5	NA	20-042-05215-GER2110334	J04353.1:559-856
31	31	1	24	33	29.833333	2.823065	12	FR	1	1	1	3	3	5	9	9	9	15	15	NA	20-042-05215-GER2110334	M12732.1:108-558
26	24	2	20	32	26.0625	3.454193	32	FR	1	3	3	5	5	5	9	11	13	13	13	NA	20-042-05215-GER2110334	M12732.1:5593-7093
26	25	1	25	27	26	1.414214	2	FR	3	3	3	3	3	3	3	3	3	3	3	NA	20-042-05215-GER2110334	M12732.1:572-866
24	24	1	19	32	23.967871	2.654685	249	FR	1	1	1	3	3	5	7	9	11	11	13	NA	20-042-05215-GER2110334	NC001357.1:104-581
21	21	1	19	39	20.571429	0.786796	11	FR	1	1	1	1	3	5	29	29	33	37	37	NA	20-042-05215-GER2110334	NC001357.1:5429-7136
25	25	1	19	35	25.534332	1.574526	801	FR	1	1	1	1	3	3	3	3	5	9	13	NA	20-042-05215-GER2110334	NC001357.1:589-907
25	25	0	22	35	24.690283	0.65825	612	FR	1	1	1	1	1	1	3	3	5	7	13	NA	20-042-05215-GER2110334	NC001357.1:913-2887
35	35	3	30	106	33.5	2.380476	6	FR	1	1	1	3	3	11	121	121	143	143	143	NA	20-042-05215-GER2110334	NC001526.4:1-1950
20	19	1	19	142	21.65	3.052702	85	FR	1	1	3	3	3	5	7	13	15	57	245	NA	20-042-05215-GER2110334	NC001526.4:1891-2989
26	25	1	21	53	26.139241	2.257376	82	FR	1	1	3	3	3	3	3	5	11	19	55	NA	20-042-05215-GER2110334	NC001526.4:2985-3237
48	49	7	32	116	50.837209	21.064448	43	FR	3	3	3	7	15	19	23	23	33	125	137	NA	20-042-05215-GER2110334	NC001526.4:4774-6292
25	25	1	23	145	25.939024	1.545606	181	FR	1	1	1	1	3	3	3	7	11	133	217	NA	20-042-05215-GER2110334	NC001526.4:7124-7601
33	33	1	23	151	31.763889	3.937873	79	FR	1	1	1	1	3	7	7	19	21	75	237	NA	20-042-05215-GER2110334	NC001526.4:7603-7900
26	26	0	21	27	25	2.236068	7	FR	1	1	1	1	1	3	3	3	11	11	11	NA	20-042-05215-GER2110334	X74477.1:109-559
23	23	0	23	23	23	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-042-05215-GER2110334	X74477.1:5600-7109
24	24	0	24	25	24	0	5	FR	1	1	1	1	1	1	3	3	3	3	3	NA	20-042-05215-GER2110334	X74477.1:561-861
28	28	1	21	35	27.694444	2.423922	36	FR	1	1	1	1	3	3	3	5	9	15	15	NA	20-044-01822-GER2110322	J04353.1:107-557
23	23	0	23	34	23	0	3	FR	1	1	1	1	1	1	23	23	23	23	23	NA	20-044-01822-GER2110322	J04353.1:5551-7066
25	25	0	21	27	23.727273	1.793929	12	FR	1	1	1	1	1	5	7	7	9	9	9	NA	20-044-01822-GER2110322	J04353.1:559-856
31.5	31	0.5	31	35	32.25	1.892969	4	FR	1	1	1	1	1	3	3	9	9	9	9	NA	20-044-01822-GER2110322	M12732.1:108-558
26	26	1.5	21	36	26.25	4.15878	12	FR	1	1	1	1	3	7	9	11	13	21	21	NA	20-044-01822-GER2110322	M12732.1:5593-7093
21	21	0	21	21	21	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-044-01822-GER2110322	M12732.1:572-866
24	23	1	19	35	24.016393	2.475027	367	FR	1	1	1	3	3	3	5	9	11	11	15	NA	20-044-01822-GER2110322	NC001357.1:104-581
21	21	0	21	39	21	0	11	FR	1	1	1	1	1	1	1	1	33	37	37	NA	20-044-01822-GER2110322	NC001357.1:5429-7136
26	25	1	19	35	25.582265	1.689751	936	FR	1	1	1	3	3	3	3	3	5	9	15	NA	20-044-01822-GER2110322	NC001357.1:589-907
25	25	0	20	34	24.828104	0.584804	953	FR	1	1	1	1	1	1	3	3	5	13	13	NA	20-044-01822-GER2110322	NC001357.1:913-2887
34.5	34	0.5	34	35	34.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	20-044-01822-GER2110322	NC001526.4:1-1950
21	19	1	19	139	21.824324	3.040179	75	FR	1	3	3	3	3	5	5	11	13	15	237	NA	20-044-01822-GER2110322	NC001526.4:1891-2989
27	27	1	21	35	26.192308	1.698416	78	FR	1	1	1	1	3	3	5	5	5	11	17	NA	20-044-01822-GER2110322	NC001526.4:2985-3237
46.5	49	6	32	60	44.6875	7.266527	32	FR	5	7	7	7	13	17	19	19	25	29	29	NA	20-044-01822-GER2110322	NC001526.4:4774-6292
26	25	1	21	59	26.467105	1.993093	153	FR	1	3	3	3	3	3	5	5	7	7	21	NA	20-044-01822-GER2110322	NC001526.4:7124-7601
33	33	2	21	39	30.865672	4.382802	67	FR	1	1	3	3	5	7	9	19	19	19	25	NA	20-044-01822-GER2110322	NC001526.4:7603-7900
26	26	0	26	27	26	0	10	FR	1	1	1	1	1	1	1	1	3	3	3	NA	20-044-01822-GER2110322	X74477.1:109-559
27	22	4	22	31	26.666667	4.50925	3	FR	1	1	1	9	9	9	11	11	11	11	11	NA	20-044-01822-GER2110322	X74477.1:5600-7109
24	24	0	24	24	24	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-044-01822-GER2110322	X74477.1:561-861
28	28	1	22	37	26.947368	3.53512	19	FR	1	1	3	3	3	9	9	11	13	19	19	NA	20-045-02250-GER2110326	J04353.1:107-557
24	24	0	21	43	23.625	1.06066	13	FR	1	1	1	1	1	7	19	21	21	39	39	NA	20-045-02250-GER2110326	J04353.1:5551-7066
25	25	0.5	22	27	24.75	1.570563	16	FR	1	1	1	1	1	3	5	5	7	7	7	NA	20-045-02250-GER2110326	J04353.1:559-856
31.5	31	0.5	31	35	32	1.549193	6	FR	1	1	1	1	1	3	3	3	9	9	9	NA	20-045-02250-GER2110326	M12732.1:108-558
26	27	4	19	34	26.285714	4.595028	21	FR	1	3	3	3	9	11	11	13	15	17	17	NA	20-045-02250-GER2110326	M12732.1:5593-7093
21	21	0	21	21	21	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-045-02250-GER2110326	M12732.1:572-866
24	23	1	20	35	23.69469	2.763198	227	FR	1	1	3	3	3	5	9	9	11	11	15	NA	20-045-02250-GER2110326	NC001357.1:104-581
32.5	21	5.5	21	39	29	7.497368	20	FR	3	5	9	11	11	21	23	23	23	23	23	NA	20-045-02250-GER2110326	NC001357.1:5429-7136
25	25	1	19	34	25.383333	2.043883	540	FR	1	1	1	1	3	3	3	5	7	11	17	NA	20-045-02250-GER2110326	NC001357.1:589-907
25	25	0	20	35	24.581461	0.833519	442	FR	1	1	1	1	1	1	3	3	5	13	13	NA	20-045-02250-GER2110326	NC001357.1:913-2887
77.5	28	28.5	28	242	90.958333	57.18884	24	FR	17	37	43	49	55	67	87	125	191	281	331	NA	20-045-02250-GER2110326	NC001526.4:1-1950
26	19	7	19	241	33.59	21.964662	123	FR	3	7	9	13	15	15	85	141	207	259	321	NA	20-045-02250-GER2110326	NC001526.4:1891-2989
27	25	2	21	241	26.257143	3.024948	101	FR	1	3	5	5	5	5	47	85	157	187	337	NA	20-045-02250-GER2110326	NC001526.4:2985-3237
49	49	9.5	27	165	62.14433	30.930362	98	FR	1	3	9	13	19	25	31	89	151	167	233	NA	20-045-02250-GER2110326	NC001526.4:4774-6292
29	25	4	21	223	32.497585	12.241056	286	FR	7	7	9	9	9	37	69	107	157	235	379	NA	20-045-02250-GER2110326	NC001526.4:7124-7601
44.5	33	16	21	251	63.569061	39.307081	184	FR	11	19	23	27	31	45	71	117	177	217	391	NA	20-045-02250-GER2110326	NC001526.4:7603-7900
26	26	0	19	27	25	2.345208	12	FR	1	1	1	1	1	3	3	3	5	15	15	NA	20-045-02250-GER2110326	X74477.1:109-559
29	29	0	28	29	28.666667	0.57735	3	FR	1	1	1	1	1	1	3	3	3	3	3	NA	20-045-02250-GER2110326	X74477.1:5600-7109
24.5	24	0.5	24	25	24.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	20-045-02250-GER2110326	X74477.1:561-861
28	28	1	23	29	26.913043	2.130152	23	FR	1	1	1	3	3	3	7	9	9	11	11	NA	20-048-01724-GER2110323	J04353.1:107-557
34	36	2	23	36	31.166667	6.047038	6	FR	3	3	3	5	5	5	21	21	23	23	23	NA	20-048-01724-GER2110323	J04353.1:5551-7066
25	25	0	22	27	24.666667	0.887625	19	FR	1	1	1	1	1	3	3	5	5	7	7	NA	20-048-01724-GER2110323	J04353.1:559-856
32	32	1	28	38	32.307692	2.496151	13	FR	1	1	1	3	3	3	5	9	9	13	13	NA	20-048-01724-GER2110323	M12732.1:108-558
24	21	2	21	32	24.764706	3.437467	17	FR	1	1	5	5	5	7	7	7	17	17	17	NA	20-048-01724-GER2110323	M12732.1:5593-7093
25	25	0	25	30	25	0	4	FR	1	1	1	1	1	1	1	11	11	11	11	NA	20-048-01724-GER2110323	M12732.1:572-866
23	23	1	20	31	23.438889	2.730265	180	FR	1	1	1	3	3	5	7	7	11	13	15	NA	20-048-01724-GER2110323	NC001357.1:104-581
35	21	3	21	38	31.769231	7.440361	13	FR	1	5	5	5	7	7	27	29	29	29	29	NA	20-048-01724-GER2110323	NC001357.1:5429-7136
26	26	1	19	34	25.407658	2.158094	444	FR	1	1	1	1	3	3	3	7	7	13	17	NA	20-048-01724-GER2110323	NC001357.1:589-907
25	25	0	19	37	24.556701	0.888852	494	FR	1	1	1	1	1	3	3	5	7	13	17	NA	20-048-01724-GER2110323	NC001357.1:913-2887
35.5	28	7.5	28	78	48.5	24.077257	8	FR	3	5	13	15	15	15	85	85	87	87	87	NA	20-048-01724-GER2110323	NC001526.4:1-1950
22	22	2	19	65	22.717391	2.825779	47	FR	1	3	3	5	5	7	9	9	11	11	87	NA	20-048-01724-GER2110323	NC001526.4:1891-2989
25	25	0	21	58	24.757576	0.969223	58	FR	1	1	1	1	1	3	5	5	9	21	67	NA	20-048-01724-GER2110323	NC001526.4:2985-3237
44.5	37	7.5	27	61	43.48	8.364746	50	FR	3	9	11	11	15	15	17	23	25	33	35	NA	20-048-01724-GER2110323	NC001526.4:4774-6292
25	25	0	22	98	24.946809	0.339735	178	FR	1	1	1	1	1	3	3	7	9	11	125	NA	20-048-01724-GER2110323	NC001526.4:7124-7601
33	33	2	21	194	32.473684	3.798991	63	FR	1	1	1	3	5	7	7	17	25	97	323	NA	20-048-01724-GER2110323	NC001526.4:7603-7900
26	26	0	21	87	25.375	1.767767	12	FR	1	1	1	1	1	3	3	11	59	123	123	NA	20-048-01724-GER2110323	X74477.1:109-559
22	22	0	22	36	22	0	3	FR	1	1	1	1	1	1	29	29	29	29	29	NA	20-048-01724-GER2110323	X74477.1:5600-7109
25	24	1	24	87	24.5	0.707107	3	FR	1	1	1	3	3	3	125	125	125	125	125	NA	20-048-01724-GER2110323	X74477.1:561-861
26	28	2	22	29	26.08	2.481935	25	FR	3	3	5	5	5	5	7	7	7	9	9	NA	20-055-01638-GER2110545	J04353.1:107-557
31	23	3	23	34	28.714286	5.122313	7	FR	1	5	5	5	7	15	15	17	17	17	17	NA	20-055-01638-GER2110545	J04353.1:5551-7066
25	25	0	22	27	24.5	1.167748	18	FR	1	1	1	1	1	3	5	5	7	7	7	NA	20-055-01638-GER2110545	J04353.1:559-856
32	32	1	27	36	31.9	2.233582	10	FR	1	1	1	1	3	3	3	3	9	11	11	NA	20-055-01638-GER2110545	M12732.1:108-558
24	21	3	21	37	26	5.09902	15	FR	1	3	5	7	7	7	7	17	17	27	27	NA	20-055-01638-GER2110545	M12732.1:5593-7093
23.5	23	0.5	20	30	23.102703	1.863623	208	FR	1	1	1	3	3	5	7	7	13	13	15	NA	20-055-01638-GER2110545	NC001357.1:104-581
34	21	5	21	39	31.307692	7.454133	13	FR	1	3	7	9	11	11	25	27	27	27	27	NA	20-055-01638-GER2110545	NC001357.1:5429-7136
26	26	1	19	34	25.560825	1.885929	485	FR	1	1	1	1	3	3	3	3	7	9	17	NA	20-055-01638-GER2110545	NC001357.1:589-907
25	25	0	20	35	24.554762	0.802354	523	FR	1	1	1	1	1	3	3	5	5	13	13	NA	20-055-01638-GER2110545	NC001357.1:913-2887
37	37	0	37	37	37	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	20-055-01638-GER2110545	NC001526.4:1-1950
20	19	1	19	156	22.134328	3.494132	68	FR	1	3	3	3	3	5	13	15	15	17	273	NA	20-055-01638-GER2110545	NC001526.4:1891-2989
26	25	1	21	29	25.782609	1.245669	46	FR	1	3	3	3	3	3	3	3	3	5	11	NA	20-055-01638-GER2110545	NC001526.4:2985-3237
45.5	49	6.5	20	60	43.388889	8.306435	54	FR	1	7	9	9	13	15	17	17	25	37	51	NA	20-055-01638-GER2110545	NC001526.4:4774-6292
25	25	0	23	39	24.924051	0.349804	149	FR	1	1	1	1	1	3	3	5	7	9	23	NA	20-055-01638-GER2110545	NC001526.4:7124-7601
33	33	2	23	41	31.833333	3.819889	72	FR	1	1	1	3	5	7	7	9	17	19	21	NA	20-055-01638-GER2110545	NC001526.4:7603-7900
26	26	0	20	27	25	2.13809	9	FR	1	1	1	1	1	1	3	5	13	13	13	NA	20-055-01638-GER2110545	X74477.1:109-559
28	23	5	23	33	28	7.071068	2	FR	11	11	11	11	11	11	11	11	11	11	11	NA	20-055-01638-GER2110545	X74477.1:5600-7109
25	24	1	24	28	25.666667	2.081666	3	FR	1	1	1	3	3	3	7	7	7	7	7	NA	20-055-01638-GER2110545	X74477.1:561-861
28	28	1	24	30	27.384615	1.894662	13	FR	1	1	1	1	3	3	5	7	9	9	9	NA	20-055-02008-GER2106973	J04353.1:107-557
31	31	1.5	23	34	28.2	4.366539	10	FR	1	1	1	1	1	7	15	17	17	17	17	NA	20-055-02008-GER2106973	J04353.1:5551-7066
25	25	0	25	27	25	0	10	FR	1	1	1	1	1	1	1	3	5	5	5	NA	20-055-02008-GER2106973	J04353.1:559-856
31.5	31	0.5	31	32	31.5	0.57735	4	FR	1	1	1	1	1	3	3	3	3	3	3	NA	20-055-02008-GER2106973	M12732.1:108-558
32	32	3	21	35	29.692308	4.532277	26	FR	1	1	3	5	7	9	11	15	17	23	23	NA	20-055-02008-GER2106973	M12732.1:5593-7093
25.5	26	0.5	21	26	24.166667	2.483277	6	FR	1	3	3	3	3	3	9	9	9	9	9	NA	20-055-02008-GER2106973	M12732.1:572-866
23	23	1	19	33	23.665	2.858958	200	FR	1	1	1	1	3	3	7	7	11	15	19	NA	20-055-02008-GER2106973	NC001357.1:104-581
34	21	2.5	21	37	30.5	7.47663	6	FR	3	3	3	5	5	7	27	27	27	27	27	NA	20-055-02008-GER2106973	NC001357.1:5429-7136
25	25	1	19	36	25.245431	2.531958	385	FR	1	1	1	3	3	3	3	7	11	13	19	NA	20-055-02008-GER2106973	NC001357.1:589-907
25	25	0	20	33	24.577075	0.890307	341	FR	1	1	1	1	1	3	3	5	7	13	13	NA	20-055-02008-GER2106973	NC001357.1:913-2887
37	28	7.5	28	130	34	7.937254	4	FR	13	13	13	13	13	19	19	187	187	187	187	NA	20-055-02008-GER2106973	NC001526.4:1-1950
27	27	0	19	125	25.907121	2.220188	399	FR	1	1	1	1	1	3	3	3	11	15	17	NA	20-055-02008-GER2106973	NC001526.4:1891-2989
26.5	25	1.5	23	152	27.333333	4.113767	36	FR	1	3	3	3	3	7	23	81	129	201	253	NA	20-055-02008-GER2106973	NC001526.4:2985-3237
44	37	7	25	153	44.628571	14.665056	36	FR	3	9	11	13	15	15	17	33	39	137	219	NA	20-055-02008-GER2106973	NC001526.4:4774-6292
26	25	1	21	131	26.319149	2.121132	104	FR	1	1	3	3	3	3	5	7	21	165	211	NA	20-055-02008-GER2106973	NC001526.4:7124-7601
32	33	3	21	160	30.759259	7.301939	62	FR	3	3	5	5	7	17	19	23	85	123	257	NA	20-055-02008-GER2106973	NC001526.4:7603-7900
26	26	0	26	27	26	0	8	FR	1	1	1	1	1	1	1	1	3	3	3	NA	20-055-02008-GER2106973	X74477.1:109-559
26	25	1	25	33	28	4.358899	3	FR	1	1	1	3	3	3	15	15	15	15	15	NA	20-055-02008-GER2106973	X74477.1:561-861
24	23	1	23	30	26	3.162278	9	FR	1	1	3	3	3	9	11	13	13	13	13	NA	20-062-01127-GER2110546	J04353.1:107-557
28.5	23	5.5	23	34	28.5	7.778175	2	FR	11	11	11	11	11	13	13	13	13	13	13	NA	20-062-01127-GER2110546	J04353.1:5551-7066
25	25	0.5	22	27	25.333333	1.302678	12	FR	1	1	1	1	1	3	3	5	5	7	7	NA	20-062-01127-GER2110546	J04353.1:559-856
32	32	0	31	34	31.833333	0.408248	8	FR	1	1	1	1	1	1	3	3	5	5	5	NA	20-062-01127-GER2110546	M12732.1:108-558
25	24	2	21	33	26	3.616203	14	FR	3	3	3	5	5	5	7	11	15	17	17	NA	20-062-01127-GER2110546	M12732.1:5593-7093
