MEDIAN_INSERT_SIZE	MODE_INSERT_SIZE	MEDIAN_ABSOLUTE_DEVIATION	MIN_INSERT_SIZE	MAX_INSERT_SIZE	MEAN_INSERT_SIZE	STANDARD_DEVIATION	READ_PAIRS	PAIR_ORIENTATION	WIDTH_OF_10_PERCENT	WIDTH_OF_20_PERCENT	WIDTH_OF_30_PERCENT	WIDTH_OF_40_PERCENT	WIDTH_OF_50_PERCENT	WIDTH_OF_60_PERCENT	WIDTH_OF_70_PERCENT	WIDTH_OF_80_PERCENT	WIDTH_OF_90_PERCENT	WIDTH_OF_95_PERCENT	WIDTH_OF_99_PERCENT	LIBRARY	SAMPLE_NAME	TARGET_REGION
24	23	1	20	32	24.227273	2.939416	264	FR	1	1	3	3	3	7	9	9	11	11	13	NA	18-260-01675-GER2106739	NC001357.1:104-581
37	21	2	21	39	33.444444	7.316268	9	FR	1	3	3	5	5	5	9	33	33	33	33	NA	18-260-01675-GER2106739	NC001357.1:5429-7136
26	26	1	19	34	25.433333	1.616524	660	FR	1	1	1	1	3	3	3	3	7	9	15	NA	18-260-01675-GER2106739	NC001357.1:589-907
25	25	0	21	31	24.692047	0.72714	762	FR	1	1	1	1	1	1	3	5	13	13	13	NA	18-260-01675-GER2106739	NC001357.1:913-2887
92	105	29	28	242	91.445161	51.068091	155	FR	5	25	29	53	59	77	105	115	143	247	301	NA	18-260-01675-GER2106739	NC001526.4:1-1950
93	19	33	19	320	97.611588	50.421209	466	FR	9	17	25	41	67	79	105	117	149	161	347	NA	18-260-01675-GER2106739	NC001526.4:1891-2989
83	25	30	25	320	85.929972	46.583658	357	FR	11	23	35	49	61	77	95	113	117	161	285	NA	18-260-01675-GER2106739	NC001526.4:2985-3237
93	37	29	31	312	92.46063	43.605462	508	FR	15	29	39	51	59	67	87	107	121	137	275	NA	18-260-01675-GER2106739	NC001526.4:4774-6292
81	25	31	20	248	85.294262	43.891893	1220	FR	13	23	37	51	63	75	89	111	119	149	285	NA	18-260-01675-GER2106739	NC001526.4:7124-7601
85	33	29	23	361	88.297609	41.9424	1129	FR	11	25	33	45	59	73	91	101	113	133	277	NA	18-260-01675-GER2106739	NC001526.4:7603-7900
26	26	0	24	29	25.857143	0.534522	21	FR	1	1	1	1	1	1	3	3	3	5	7	NA	18-260-01675-GER2106739	X74477.1:109-559
52.5	55	8.5	27	108	49.083333	22.096723	12	FR	5	7	7	7	7	31	51	51	51	113	113	NA	18-260-01675-GER2106739	X74477.1:5600-7109
27.5	24	3.5	24	35	28.5	5.446712	4	FR	7	7	7	7	7	9	9	17	17	17	17	NA	18-260-01675-GER2106739	X74477.1:561-861
26	29	2	22	29	26	2.516611	13	FR	3	3	3	5	5	7	7	7	7	9	9	NA	18-260-02221-GER2213027	J04353.1:107-557
24	24	0	24	34	24	0	3	FR	1	1	1	1	1	1	21	21	21	21	21	NA	18-260-02221-GER2213027	J04353.1:5551-7066
25	25	0	25	27	25	0	11	FR	1	1	1	1	1	1	1	1	3	5	5	NA	18-260-02221-GER2213027	J04353.1:559-856
32	32	0	31	32	31.625	0.517549	8	FR	1	1	1	1	1	1	3	3	3	3	3	NA	18-260-02221-GER2213027	M12732.1:108-558
26	24	1	24	27	25.428571	1.397276	7	FR	1	1	3	3	3	5	5	5	5	5	5	NA	18-260-02221-GER2213027	M12732.1:5593-7093
25	25	0	25	25	25	0	3	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-260-02221-GER2213027	M12732.1:572-866
23	20	3	19	31	23.24359	3.211934	78	FR	1	1	3	5	7	7	7	9	13	15	17	NA	18-260-02221-GER2213027	NC001357.1:104-581
34	34	3	21	37	28.888889	7.07892	9	FR	1	1	1	3	7	25	25	27	27	27	27	NA	18-260-02221-GER2213027	NC001357.1:5429-7136
25	25	1	19	30	25.083333	1.61997	180	FR	1	1	1	1	3	3	3	5	7	7	13	NA	18-260-02221-GER2213027	NC001357.1:589-907
25	25	0	22	35	24.745283	0.633378	135	FR	1	1	1	1	1	1	3	3	5	13	17	NA	18-260-02221-GER2213027	NC001357.1:913-2887
64	40	23	34	259	83.104396	53.570783	182	FR	11	19	29	41	47	51	57	93	195	299	391	NA	18-260-02221-GER2213027	NC001526.4:1-1950
95	96	25.5	19	409	104.68883	50.796912	1510	FR	7	19	29	41	51	67	81	103	133	223	481	NA	18-260-02221-GER2213027	NC001526.4:1891-2989
81	59	26	21	464	89.74053	47.92321	1065	FR	11	23	31	45	53	63	79	91	133	199	515	NA	18-260-02221-GER2213027	NC001526.4:2985-3237
89	94	24	33	686	89.919892	43.170497	1120	FR	9	17	25	37	49	63	77	93	107	203	399	NA	18-260-02221-GER2213027	NC001526.4:4774-6292
87	68	23	19	543	92.724413	40.917101	2143	FR	9	17	29	39	47	59	75	89	123	183	337	NA	18-260-02221-GER2213027	NC001526.4:7124-7601
89	55	30	23	363	94.933297	44.414493	1844	FR	13	23	37	51	61	73	85	99	115	159	299	NA	18-260-02221-GER2213027	NC001526.4:7603-7900
26	24	1	24	27	25.4	1.341641	5	FR	1	1	1	1	3	3	5	5	5	5	5	NA	18-260-02221-GER2213027	X74477.1:109-559
51	53	4	22	60	48.393939	7.773912	33	FR	3	5	5	5	9	11	17	19	27	29	59	NA	18-260-02221-GER2213027	X74477.1:5600-7109
31	31	0	31	31	31	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-260-02221-GER2213027	X74477.1:561-861
28	28	0	28	30	28	0	7	FR	1	1	1	1	1	1	1	1	5	5	5	NA	18-261-03507-GER2106793	J04353.1:107-557
34.5	34	0.5	34	35	34.5	0.707107	2	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-261-03507-GER2106793	J04353.1:5551-7066
26	25	1	25	28	25.695652	0.822125	23	FR	1	1	1	3	3	3	3	3	3	3	5	NA	18-261-03507-GER2106793	J04353.1:559-856
32	32	0	31	32	31.666667	0.485071	18	FR	1	1	1	1	1	1	3	3	3	3	3	NA	18-261-03507-GER2106793	M12732.1:108-558
29.5	26	3.5	26	33	29.5	4.949747	2	FR	7	7	7	7	7	9	9	9	9	9	9	NA	18-261-03507-GER2106793	M12732.1:5593-7093
25	21	1	21	26	24	2.645751	3	FR	1	1	1	3	3	3	9	9	9	9	9	NA	18-261-03507-GER2106793	M12732.1:572-866
24	23	3	19	30	25.333333	3.640055	9	FR	1	1	3	3	7	11	11	11	13	13	13	NA	18-261-03507-GER2106793	NC001357.1:104-581
21	21	0	21	37	21	0	11	FR	1	1	1	1	1	1	1	1	25	33	33	NA	18-261-03507-GER2106793	NC001357.1:5429-7136
25	25	0	19	29	24.842342	0.703047	457	FR	1	1	1	1	1	1	1	1	1	5	9	NA	18-261-03507-GER2106793	NC001357.1:589-907
25	25	0	19	28	24.758621	0.939638	126	FR	1	1	1	1	1	1	3	3	5	5	11	NA	18-261-03507-GER2106793	NC001357.1:913-2887
80	54	28	28	536	92.321477	48.432755	2228	FR	15	23	33	51	57	69	81	99	159	231	361	NA	18-261-03507-GER2106793	NC001526.4:1-1950
99	95	30	19	596	106.675908	50.889617	7923	FR	9	21	33	51	61	77	85	105	127	233	419	NA	18-261-03507-GER2106793	NC001526.4:1891-2989
85	95	27	20	560	95.192425	50.242115	4951	FR	17	25	33	47	55	67	85	95	147	233	433	NA	18-261-03507-GER2106793	NC001526.4:2985-3237
98	98	0	98	98	98	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-261-03507-GER2106793	NC001526.4:3372-4794
94	110	30	28	679	96.990013	47.216878	10645	FR	13	29	37	49	61	71	85	101	117	169	387	NA	18-261-03507-GER2106793	NC001526.4:4774-6292
91	54	29	20	598	100.809836	53.748	15580	FR	11	23	33	47	59	75	87	105	143	257	451	NA	18-261-03507-GER2106793	NC001526.4:7124-7601
85	39	30	19	481	96.15277	48.674226	14379	FR	11	23	33	45	61	75	89	101	135	189	383	NA	18-261-03507-GER2106793	NC001526.4:7603-7900
55	27	14	27	175	61.777778	45.655716	9	FR	1	9	11	21	29	57	57	57	241	241	241	NA	18-261-03507-GER2106793	X74477.1:109-559
52	56	4.5	35	89	51.37963	10.49051	108	FR	3	5	7	9	9	15	19	23	31	43	69	NA	18-261-03507-GER2106793	X74477.1:5600-7109
43	24	19	24	124	50.214286	34.78766	14	FR	1	5	11	37	39	39	39	115	135	163	163	NA	18-261-03507-GER2106793	X74477.1:561-861
27.5	29	1.5	22	30	26.681818	2.51446	22	FR	3	3	3	5	5	5	7	7	9	9	11	NA	18-262-02448-GER2110427	J04353.1:107-557
24	24	1	21	34	25.222222	4.841946	9	FR	1	1	1	3	3	7	7	19	21	21	21	NA	18-262-02448-GER2110427	J04353.1:5551-7066
25	25	0	25	29	25	0	14	FR	1	1	1	1	1	1	1	3	3	9	9	NA	18-262-02448-GER2110427	J04353.1:559-856
32	32	0	26	33	31.266667	1.533747	17	FR	1	1	1	1	1	3	3	3	3	13	13	NA	18-262-02448-GER2110427	M12732.1:108-558
27	26	3.5	21	56	29.277778	8.244824	18	FR	1	3	3	7	7	9	13	13	23	59	59	NA	18-262-02448-GER2110427	M12732.1:5593-7093
25	25	0	21	28	24	2	5	FR	1	1	1	1	1	1	7	7	9	9	9	NA	18-262-02448-GER2110427	M12732.1:572-866
23	23	1	20	30	23.855491	2.735838	173	FR	1	1	1	3	3	5	7	7	13	13	15	NA	18-262-02448-GER2110427	NC001357.1:104-581
36	21	3	21	39	32.636364	7.684696	11	FR	3	5	5	5	7	7	7	31	31	31	31	NA	18-262-02448-GER2110427	NC001357.1:5429-7136
26	26	1	19	35	25.324074	2.082203	432	FR	1	1	1	1	3	3	3	5	7	15	15	NA	18-262-02448-GER2110427	NC001357.1:589-907
25	25	0	20	33	24.698276	0.690234	437	FR	1	1	1	1	1	1	3	3	5	13	13	NA	18-262-02448-GER2110427	NC001357.1:913-2887
83	54	31	28	385	91.354604	44.985638	3573	FR	15	25	39	55	63	75	81	95	129	185	319	NA	18-262-02448-GER2110427	NC001526.4:1-1950
98	95	30	19	575	105.457166	44.245253	14605	FR	7	19	29	47	61	75	87	107	121	151	329	NA	18-262-02448-GER2110427	NC001526.4:1891-2989
93	95	27	21	424	94.174916	41.665141	8933	FR	7	19	35	43	55	69	75	91	111	137	323	NA	18-262-02448-GER2110427	NC001526.4:2985-3237
51	51	0	51	51	51	0	2	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-262-02448-GER2110427	NC001526.4:3372-4794
98	111	26	26	598	96.500183	40.04084	16407	FR	11	23	29	39	53	65	83	101	119	131	265	NA	18-262-02448-GER2110427	NC001526.4:4774-6292
90	54	27	21	4000	94.726208	42.716306	25982	FR	9	19	29	41	55	67	79	95	115	151	327	NA	18-262-02448-GER2110427	NC001526.4:7124-7601
91	96	28	22	4000	95.90518	42.411356	23563	FR	11	21	33	45	57	73	87	103	117	143	297	NA	18-262-02448-GER2110427	NC001526.4:7603-7900
26	26	1	24	27	26	1	9	FR	1	1	1	1	3	3	3	3	5	5	5	NA	18-262-02448-GER2110427	X74477.1:109-559
53	55	3	36	61	50.514107	6.173	319	FR	1	5	5	5	7	7	13	19	27	31	33	NA	18-262-02448-GER2110427	X74477.1:5600-7109
31.5	31	0.5	31	53	31.625	1.543805	26	FR	1	1	1	1	1	11	15	17	29	29	45	NA	18-262-02448-GER2110427	X74477.1:561-861
28	28	0	22	36	27.3125	1.416538	129	FR	1	1	1	1	1	3	3	3	7	9	13	NA	18-264-01768-GER2106742	J04353.1:107-557
28.5	23	5.5	23	56	30.5625	9.084556	16	FR	9	11	11	11	11	11	13	17	21	57	57	NA	18-264-01768-GER2106742	J04353.1:5551-7066
25	25	0	21	27	24.588235	1.175735	22	FR	1	1	1	1	1	1	3	3	5	7	9	NA	18-264-01768-GER2106742	J04353.1:559-856
31	31	0	31	36	31	0	10	FR	1	1	1	1	1	1	3	3	3	11	11	NA	18-264-01768-GER2106742	M12732.1:108-558
26	21	2	21	40	25.7	3.994869	40	FR	1	1	3	3	5	5	9	11	11	13	29	NA	18-264-01768-GER2106742	M12732.1:5593-7093
25	25	0	21	26	24.333333	1.632993	7	FR	1	1	1	1	1	1	1	3	9	9	9	NA	18-264-01768-GER2106742	M12732.1:572-866
24	23	1	19	33	24.055655	2.607155	557	FR	1	1	3	3	3	3	5	9	11	11	17	NA	18-264-01768-GER2106742	NC001357.1:104-581
35	21	2	21	45	32.428571	7.089227	21	FR	1	3	5	5	5	5	11	29	29	29	29	NA	18-264-01768-GER2106742	NC001357.1:5429-7136
26	26	1	19	35	25.539768	1.833844	1295	FR	1	1	1	1	3	3	3	3	7	11	15	NA	18-264-01768-GER2106742	NC001357.1:589-907
25	25	0	20	34	24.701695	0.748488	1070	FR	1	1	1	1	1	1	3	3	5	7	13	NA	18-264-01768-GER2106742	NC001357.1:913-2887
111	120	41	28	348	115.944705	57.699029	1067	FR	19	35	47	63	83	101	115	131	153	245	351	NA	18-264-01768-GER2106742	NC001526.4:1-1950
104	105	18	19	664	98.952985	45.651757	2023	FR	3	7	15	23	37	65	93	137	217	399	621	NA	18-264-01768-GER2106742	NC001526.4:1891-2989
102	95	31	23	637	112.531155	60.491137	2315	FR	15	21	37	51	63	81	97	125	195	297	537	NA	18-264-01768-GER2106742	NC001526.4:2985-3237
108	124	39	34	710	112.898008	61.359996	3777	FR	11	23	35	57	79	95	113	129	149	269	475	NA	18-264-01768-GER2106742	NC001526.4:4774-6292
98.5	25	35.5	21	676	112.062971	67.980395	6126	FR	11	23	37	51	71	89	105	127	209	325	603	NA	18-264-01768-GER2106742	NC001526.4:7124-7601
98	63	38	21	635	108.559585	57.891642	5307	FR	19	33	47	61	77	89	105	119	147	263	457	NA	18-264-01768-GER2106742	NC001526.4:7603-7900
26	26	0.5	19	27	25.5	1.921061	22	FR	1	1	1	1	1	3	3	3	3	11	15	NA	18-264-01768-GER2106742	X74477.1:109-559
45	43	4	23	61	45.282051	8.765809	39	FR	1	3	5	5	9	19	19	21	33	41	45	NA	18-264-01768-GER2106742	X74477.1:5600-7109
31	31	5	24	54	32.066667	8.413142	15	FR	1	1	1	3	11	13	15	15	29	47	47	NA	18-264-01768-GER2106742	X74477.1:561-861
28	28	0	23	29	26.7	2.110819	11	FR	1	1	1	1	1	1	3	9	9	11	11	NA	18-264-03608-GER2213028	J04353.1:107-557
34.5	33	1.5	33	36	34.5	2.12132	2	FR	3	3	3	3	3	5	5	5	5	5	5	NA	18-264-03608-GER2213028	J04353.1:5551-7066
25	25	0	25	27	25	0	5	FR	1	1	1	1	1	1	1	1	5	5	5	NA	18-264-03608-GER2213028	J04353.1:559-856
32.5	32	0.5	31	40	32.2	0.83666	6	FR	1	1	1	3	3	3	3	3	17	17	17	NA	18-264-03608-GER2213028	M12732.1:108-558
27	27	4	22	40	29.625	6.738747	8	FR	1	1	3	7	7	11	11	25	27	27	27	NA	18-264-03608-GER2213028	M12732.1:5593-7093
21	21	0	21	21	21	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-264-03608-GER2213028	M12732.1:572-866
24	24	1	20	32	23.479675	2.93467	123	FR	1	1	1	3	3	7	9	9	11	11	15	NA	18-264-03608-GER2213028	NC001357.1:104-581
35	21	7	21	42	32.2	10.616026	5	FR	1	1	15	15	15	15	29	29	29	29	29	NA	18-264-03608-GER2213028	NC001357.1:5429-7136
26	26	1	19	34	25.377289	1.949867	273	FR	1	1	1	1	3	3	3	3	7	13	15	NA	18-264-03608-GER2213028	NC001357.1:589-907
25	25	0	22	31	24.70297	0.71993	248	FR	1	1	1	1	1	1	3	3	5	9	13	NA	18-264-03608-GER2213028	NC001357.1:913-2887
97	52	43.5	34	188	97.892857	46.927319	28	FR	21	27	69	69	85	91	115	121	127	137	183	NA	18-264-03608-GER2213028	NC001526.4:1-1950
110	19	49	19	379	121.54717	76.308042	318	FR	27	47	63	83	99	123	145	183	283	309	395	NA	18-264-03608-GER2213028	NC001526.4:1891-2989
82	25	41	22	307	101.071856	70.566261	167	FR	11	37	55	73	83	107	115	139	249	347	451	NA	18-264-03608-GER2213028	NC001526.4:2985-3237
89	37	32	26	220	91.116751	45.094816	197	FR	15	25	41	53	65	71	79	97	129	233	263	NA	18-264-03608-GER2213028	NC001526.4:4774-6292
82	25	37	23	437	95.709375	72.30712	320	FR	15	29	45	61	75	99	113	115	217	315	591	NA	18-264-03608-GER2213028	NC001526.4:7124-7601
91	33	36	21	533	95.717391	59.302446	232	FR	11	25	33	55	73	87	105	117	137	251	693	NA	18-264-03608-GER2213028	NC001526.4:7603-7900
26	26	1	24	28	26.125	1.246423	8	FR	1	1	1	3	3	3	3	5	5	5	5	NA	18-264-03608-GER2213028	X74477.1:109-559
42	37	12	22	56	42.6	12.285493	10	FR	9	9	11	11	23	27	27	29	31	41	41	NA	18-264-03608-GER2213028	X74477.1:5600-7109
25	25	0	25	25	25	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-264-03608-GER2213028	X74477.1:561-861
23	23	0	23	28	23	0	8	FR	1	1	1	1	1	1	11	11	11	11	11	NA	18-264-04671-GER2110445	J04353.1:107-557
34	33	1	33	39	35.333333	3.21455	3	FR	1	1	1	3	3	3	11	11	11	11	11	NA	18-264-04671-GER2110445	J04353.1:5551-7066
25	21	1	21	26	24	2.645751	3	FR	1	1	1	3	3	3	9	9	9	9	9	NA	18-264-04671-GER2110445	J04353.1:559-856
32	32	0	32	39	32	0	6	FR	1	1	1	1	1	1	1	1	15	15	15	NA	18-264-04671-GER2110445	M12732.1:108-558
26	26	1	22	30	25.727273	2.195036	11	FR	1	1	3	3	3	3	5	7	9	9	9	NA	18-264-04671-GER2110445	M12732.1:5593-7093
24	24	1	19	36	23.902439	2.785192	165	FR	1	1	3	3	3	5	9	9	11	11	15	NA	18-264-04671-GER2110445	NC001357.1:104-581
21	21	0	20	33	20.833333	0.408248	9	FR	1	1	1	1	1	3	5	25	25	25	25	NA	18-264-04671-GER2110445	NC001357.1:5429-7136
26	26	1	19	35	25.387179	1.885226	390	FR	1	1	1	1	3	3	3	3	7	11	15	NA	18-264-04671-GER2110445	NC001357.1:589-907
25	25	0	21	34	24.572016	0.801573	326	FR	1	1	1	1	1	3	3	5	5	13	13	NA	18-264-04671-GER2110445	NC001357.1:913-2887
80	54	27	35	304	88.583333	40.631527	792	FR	15	27	37	49	55	67	75	91	121	149	319	NA	18-264-04671-GER2110445	NC001526.4:1-1950
100	95	27	19	330	102.620849	39.167327	2168	FR	11	21	29	41	55	65	81	101	119	127	269	NA	18-264-04671-GER2110445	NC001526.4:1891-2989
85	58	27	25	330	87.328588	35.308275	1756	FR	15	23	33	45	55	63	77	89	99	121	197	NA	18-264-04671-GER2110445	NC001526.4:2985-3237
34	34	0	34	34	34	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-264-04671-GER2110445	NC001526.4:3372-4794
92	111	28	24	285	90.302444	36.159708	2946	FR	9	23	35	45	57	67	79	95	109	121	157	NA	18-264-04671-GER2110445	NC001526.4:4774-6292
88	54	28	22	409	90.003095	37.515516	6140	FR	9	19	29	43	57	69	79	93	111	127	225	NA	18-264-04671-GER2110445	NC001526.4:7124-7601
92	96	29	21	273	93.214496	37.537429	6443	FR	11	21	31	43	59	73	85	101	113	125	175	NA	18-264-04671-GER2110445	NC001526.4:7603-7900
26	26	1	21	27	25.3	1.766981	10	FR	1	1	1	1	3	3	3	3	5	11	11	NA	18-264-04671-GER2110445	X74477.1:109-559
51	51	5	23	61	48.089552	7.883107	67	FR	1	5	5	9	11	13	19	23	27	29	57	NA	18-264-04671-GER2110445	X74477.1:5600-7109
40	24	3.5	24	44	37	9.201449	4	FR	7	7	7	7	7	9	9	33	33	33	33	NA	18-264-04671-GER2110445	X74477.1:561-861
28	29	1	22	37	27.722222	3.374743	18	FR	1	1	3	3	3	3	3	11	13	19	19	NA	18-267-00748-GER2110446	J04353.1:107-557
24	24	0	19	35	23.454545	1.507557	16	FR	1	1	1	1	1	3	19	19	23	23	23	NA	18-267-00748-GER2110446	J04353.1:5551-7066
25	25	0	25	29	25	0	14	FR	1	1	1	1	1	1	3	5	7	9	9	NA	18-267-00748-GER2110446	J04353.1:559-856
32	32	0	32	32	32	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-267-00748-GER2110446	M12732.1:108-558
25	27	2	21	39	25.526316	4.060219	19	FR	1	3	3	5	5	5	5	9	11	29	29	NA	18-267-00748-GER2110446	M12732.1:5593-7093
26	25	1	25	138	25.833333	1.32916	8	FR	3	3	3	3	3	3	5	57	225	225	225	NA	18-267-00748-GER2110446	M12732.1:572-866
24	24	1	19	36	24.195431	2.725785	397	FR	1	1	1	3	3	5	7	9	11	11	17	NA	18-267-00748-GER2110446	NC001357.1:104-581
34	21	4	21	41	30.444444	7.950007	18	FR	1	3	7	7	9	15	27	27	27	27	27	NA	18-267-00748-GER2110446	NC001357.1:5429-7136
26	25	1	19	36	25.516353	1.776718	1009	FR	1	1	1	1	3	3	3	3	7	9	15	NA	18-267-00748-GER2110446	NC001357.1:589-907
25	25	0	19	34	24.679687	0.747804	805	FR	1	1	1	1	1	1	3	3	5	13	13	NA	18-267-00748-GER2110446	NC001357.1:913-2887
71	38	8	28	149	71.652174	30.777218	23	FR	5	7	13	15	17	41	65	67	87	157	157	NA	18-267-00748-GER2110446	NC001526.4:1-1950
26	19	7	19	394	29.163636	19.269469	134	FR	3	5	9	13	15	15	15	139	205	231	607	NA	18-267-00748-GER2110446	NC001526.4:1891-2989
28.5	25	6	20	415	35	15.774141	92	FR	3	5	7	7	11	47	77	161	265	295	775	NA	18-267-00748-GER2110446	NC001526.4:2985-3237
93	37	33	20	403	91.835979	53.386782	189	FR	9	35	49	61	67	83	91	107	121	159	621	NA	18-267-00748-GER2110446	NC001526.4:4774-6292
34.5	25	9.5	22	415	52.037267	32.798239	344	FR	11	17	17	19	19	45	97	125	167	207	651	NA	18-267-00748-GER2110446	NC001526.4:7124-7601
68	33	33	21	239	77.922222	44.661276	270	FR	15	29	41	59	67	71	87	105	143	173	307	NA	18-267-00748-GER2110446	NC001526.4:7603-7900
26	26	0.5	24	105	25.470588	1.06757	18	FR	1	1	1	1	1	3	5	5	5	159	159	NA	18-267-00748-GER2110446	X74477.1:109-559
41	27	14	27	70	44.75	21.391198	4	FR	29	29	29	29	29	29	29	59	59	59	59	NA	18-267-00748-GER2110446	X74477.1:5600-7109
25	25	0.5	24	26	25	0.816497	4	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-267-00748-GER2110446	X74477.1:561-861
28	28	2	21	31	26.214286	2.8331	28	FR	1	1	1	3	5	7	9	11	11	13	15	NA	18-267-01063-GER2110441	J04353.1:107-557
33	24	9	23	46	29.846154	6.743468	13	FR	1	1	1	3	19	19	19	19	21	27	27	NA	18-267-01063-GER2110441	J04353.1:5551-7066
25	25	0	25	26	25	0	13	FR	1	1	1	1	1	1	3	3	3	3	3	NA	18-267-01063-GER2110441	J04353.1:559-856
32	32	0.5	31	33	32	0.755929	8	FR	1	1	1	1	1	3	3	3	3	3	3	NA	18-267-01063-GER2110441	M12732.1:108-558
27	32	3	24	32	28.444444	3.08671	9	FR	1	1	3	3	7	7	11	11	11	11	11	NA	18-267-01063-GER2110441	M12732.1:5593-7093
25.5	22	2	22	33	26.5	4.654747	4	FR	1	1	3	3	3	7	7	17	17	17	17	NA	18-267-01063-GER2110441	M12732.1:572-866
24	24	1	20	36	23.987234	2.702454	236	FR	1	1	1	3	3	3	5	9	11	11	19	NA	18-267-01063-GER2110441	NC001357.1:104-581
32	21	10	21	44	29.6	8.559039	15	FR	7	7	11	11	21	23	23	23	23	25	25	NA	18-267-01063-GER2110441	NC001357.1:5429-7136
26	26	1	19	34	25.506494	1.808466	693	FR	1	1	1	1	3	3	3	3	5	11	15	NA	18-267-01063-GER2110441	NC001357.1:589-907
25	25	0	20	33	24.71267	0.719834	557	FR	1	1	1	1	1	1	3	3	5	13	13	NA	18-267-01063-GER2110441	NC001357.1:913-2887
89	54	39	28	742	108.321777	65.726614	11616	FR	15	35	53	67	79	91	105	149	227	305	445	NA	18-267-01063-GER2110441	NC001526.4:1-1950
107	95	36	19	1703	120.850548	65.97667	45749	FR	15	25	39	55	73	89	103	127	215	309	575	NA	18-267-01063-GER2110441	NC001526.4:1891-2989
98	95	31	19	1645	109.837177	58.0706	29802	FR	9	25	35	51	63	75	89	115	177	299	537	NA	18-267-01063-GER2110441	NC001526.4:2985-3237
89	85	28	23	191	101.3	57.080937	10	FR	9	9	9	9	45	69	127	133	205	205	205	NA	18-267-01063-GER2110441	NC001526.4:3372-4794
107	110	32	20	797	111.713802	59.168182	58169	FR	9	19	31	45	65	87	107	127	153	269	475	NA	18-267-01063-GER2110441	NC001526.4:4774-6292
97	54	34	14	883	116.129578	69.71756	87442	FR	11	23	39	51	69	87	103	123	247	345	593	NA	18-267-01063-GER2110441	NC001526.4:7124-7601
98	71	36	14	730	111.891454	62.25503	73047	FR	15	31	43	57	73	91	105	121	195	283	485	NA	18-267-01063-GER2110441	NC001526.4:7603-7900
26	26	0	19	27	24.6	3.130495	7	FR	1	1	1	1	1	3	3	3	15	15	15	NA	18-267-01063-GER2110441	X74477.1:109-559
52	55	4	34	67	50.20098	6.528081	612	FR	3	5	7	7	9	11	15	19	25	27	33	NA	18-267-01063-GER2110441	X74477.1:5600-7109
31	31	5	24	55	35.275862	7.624662	29	FR	1	1	1	1	11	15	15	25	27	43	49	NA	18-267-01063-GER2110441	X74477.1:561-861
28	23	1	23	29	26.285714	2.811541	7	FR	1	1	3	3	3	9	9	11	11	11	11	NA	18-267-01305-GER2213029	J04353.1:107-557
27.5	24	3.5	24	33	28.166667	4.622409	6	FR	7	7	7	7	7	9	13	13	13	13	13	NA	18-267-01305-GER2213029	J04353.1:5551-7066
26	25	1	25	51	25.5	0.707107	3	FR	1	1	1	3	3	3	51	51	51	51	51	NA	18-267-01305-GER2213029	J04353.1:559-856
32	31	1	31	39	33.2	3.34664	5	FR	1	1	3	3	3	3	3	3	15	15	15	NA	18-267-01305-GER2213029	M12732.1:108-558
23	21	1.5	21	35	25.125	5.356905	8	FR	3	3	3	3	3	5	5	19	25	25	25	NA	18-267-01305-GER2213029	M12732.1:5593-7093
26	26	0	26	26	26	?	1	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-267-01305-GER2213029	M12732.1:572-866
23	23	1	20	31	23.22695	2.65752	141	FR	1	1	3	3	3	5	7	7	7	13	15	NA	18-267-01305-GER2213029	NC001357.1:104-581
35	33	2	33	37	35	2.828427	2	FR	5	5	5	5	5	5	5	5	5	5	5	NA	18-267-01305-GER2213029	NC001357.1:5429-7136
25	26	1	19	34	25.487273	1.835085	275	FR	1	1	1	3	3	3	3	3	7	9	19	NA	18-267-01305-GER2213029	NC001357.1:589-907
25	25	0	22	34	24.681648	0.730486	320	FR	1	1	1	1	1	1	3	3	5	7	13	NA	18-267-01305-GER2213029	NC001357.1:913-2887
104	120	34	29	343	103.92054	48.818629	1334	FR	19	31	35	53	69	85	101	115	135	163	335	NA	18-267-01305-GER2213029	NC001526.4:1-1950
102	95	30	19	563	110.507346	48.930477	5652	FR	13	21	33	47	61	73	93	109	131	209	357	NA	18-267-01305-GER2213029	NC001526.4:1891-2989
92	95	29	23	472	96.482264	45.940976	3840	FR	9	21	37	47	59	69	81	99	125	171	339	NA	18-267-01305-GER2213029	NC001526.4:2985-3237
63	63	0	63	63	63	0	3	FR	1	1	1	1	1	1	1	1	1	1	1	NA	18-267-01305-GER2213029	NC001526.4:3372-4794
101	112	29	30	721	100.670672	46.670699	6329	FR	13	21	31	45	59	75	95	111	127	139	367	NA	18-267-01305-GER2213029	NC001526.4:4774-6292
